,Pop,PAV,SSV,MSV
0,"""never look back,"" we said 
 how was i to know ""i'd"" miss you so ? 
 how do i say ? 
 
 i love you the way i do 
 i do i do 
 i do i do 
 i do 
 
 i hate to make you feel my own 
 i like the way that you move 
 
 baby i like it 
 baby i like it 
 i like it mare 
 i like it like it 
 
 nanananananana 
 nanananananana 
 nanananananana 
 nanananananana 
 nanananananana baby 
 nanananananana baby baby 
 
 i'm gon' be manicured 
 
 you can be my insomnia 
 you don't",0.5941965175302542,1.0,0.5259273477811964
1,"look at those beautiful eyes 
 she reminds me so much of me 
 starting out of the crowd 
 and i didn't know my heart 
 i wrote you a star 
 i could be the only one who understands 
 and i ain't trying to let you go 
 
 you say you love me i got a man 
 you know you got me 
 you got me hatin' 
 you got me you got me 
 you got me with you 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 
 you got me you got me 
 you got",0.5815691345254763,1.0,0.5007209942417559
2,"chestnuts roasting on an open fire 
 jack frost nipping at your nose 
 yuletide carols in the bucket and 
 i'm not the only one 
 
 i'm just a man 
 i'm a villain and a liar 
 i'm a monster 
 i'm a prima donna 
 i'm a prima donna a prima 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
 i'm a prima donna 
",0.7337498214830119,1.0,0.5117022003603192
3,"if you love somebody 
 put a light in the air 
 from the hood to the s 
 
 
 i wish i could feel the pain 
 i wish i could feel the pain 
 i wish i could feel it all alone 
 i wish i could feel the same way you do 
 and i don't want to hide from the start 
 
 and i know you wanna make a little 
 but when i go to vegas i get my hands up 
 get up get up get up get up 
 
 
 get up get up get up get up 
 get up get up get up get",0.0,1.0,0.5256374784856944
4,"my friend, hmm my love 
 faded, oh 
 
 it was overcast that day 
 i was feeling a woman 
 i woke up in the kitchen 
 i found a new place 
 i found a new love 
 i found a new found a new a new 
 i never knew this never knew 
 and i was living in a heart that i could do 
 
 i wanted to be a star 
 i would be there 
 
 i i would not lie 
 i would have never to let you go 
 i need you to stay stay stay stay stay stay 
 
 i don't want to be",0.40019677975734735,1.0,0.489289933488865
5,"""i'm"" friends with the monster ""that's"" under my bed 
 get along with the voices inside 
 so i'm so shattered 
 
 baby i 
 i know you want me 
 but i want you baby 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 oh 
 i want you 
 i want you baby 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you",0.7718289814226319,1.0,0.5211040336914937
6,"you used to say that ""i'd"" never be 
 ""nothin'"" without you, and ""i'd"" believe 
 
 this is not the only thing it's the only thing i won't be 
 i know i can't even see the state of the world 
 'cause my heart is falling in love 
 and i know that you are the one 
 
 oh i can't keep you on the way 
 and i guess i miss you 
 i miss you so much 
 i miss you so so i do 
 i miss you so so i do 
 i miss you so so i do 
 i miss you so so i do 
 i",0.5381920186607456,1.0,0.5052643962236453
7,"las vegas nights 
 have been calling 
 but i wait to see her float down 
 
 it was the only one i get 
 but i was just the time 
 
 i was broken i was waiting for you 
 and you had a freak of my life 
 and i i i i i i i i i i i i i i i i i i i i i i i 
 i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i 
 i",0.4145423971006221,1.0,0.5188621614197028
8,"how dare you say that my ""behavior's"" unacceptable 
 so condescending unnecessarily critical 
 i have my swagger 
 with a whole 'nother 
 i just wanna see you 
 you can take me 
 you can run you can hide 
 you can run this 
 but you can't make me 
 you can hide the days 
 and never say that i can see 
 and i know that i can see 
 
 i know that you want me 
 and i know that i love you 
 but i love you so 
 i love you so i love you 
 i love you so i love you 
 i love you",0.49468014069497557,1.0,0.4872028418697102
9,"mr. worldwide ! 
 ha ha ha 
 with the mami, with the sexiest body 
 and if you could be with her 
 she said that she could be so much 
 and i can't be strong 
 i can't be your girl 
 
 i don't want to be a prisoner of you 
 
 if you want me to 
 you can keep me on 
 you won't me 
 
 i'm not gonna stop 
 i know that i can tell it 
 but i can't stand it 
 i just wanna take it off 
 i just wanna take it off 
 
 you feel it 
 i wanna see ya",0.3903355396564437,1.0,0.5006789477535625
10,"(uh huh) 
 what ? 
 
 say you feel alone, that your day was the last time 
 i thought that i would be a prisoner 
 but i never thought that i would be 
 but i hate it 
 
 i just can't get enough 
 i'm not trying to leave a word 
 but i can't believe it 
 
 you know i know i got it i got it 
 
 i got a big ol' booty 
 i got a hole in my head and a little more 
 i just wanna see you strip 
 loosen on the floor 
 and i'm on the edge of the night 
",0.3832490931641984,1.0,0.49795197523731266
11,"come on, come on 
 uh, yeah 
 come on, come on, uh 
 
 i wanna be i'm in love 
 i'm in love with the shape of you 
 i wanna be the one that i want 
 
 all my girls 
 all my girls 
 i want the earth 
 i want my body 
 
 i got the hotness 
 i got a hole in my head 
 i got my own imperfections 
 i got my own imperfections 
 i got my own imperfections 
 i got my own imperfections 
 i got my own imperfections 
 
 i got my own imperfections 
 i got my own imperfections 
",0.5396744589441838,1.0,0.5207980518717598
12,"you wanna please me then get down for ya crown 
 you know they call me you you know i love it 
 
 i love you girl 
 when you do it 
 
 you know i love it i love it i love it 
 i love it i love it 
 i love it i love it 
 i love it 
 i love it 
 i love it 
 i love it 
 i love the way you make me feel 
 i love the way i love the way i love you 
 and i love the way you make me feel 
 i love the way you make me feel",0.6812533934664162,1.0,0.5320027677184007
13,"your beautiful eyes 
 stare right into mine 
 and sometimes i think of you late 
 
 'cause when i walk around and i fall apart 
 you know i need you 
 
 i need you i need you i need you 
 i need you i need you i need you i need you 
 
 i need you 
 i need you 
 i need you 
 i need you 
 i need you 
 and i need you 
 i need you i need you 
 you know i need you 
 and i need you 
 i need you 
 and i need you 
 i need you 
 i",0.6515373079549864,1.0,0.5183805318927439
14,"you know, sometimes being on the road is rough 
 especially loneliness 
 
 girl i know you feel me 
 i know i know you see me 
 nelly i know you really care 
 i know you want me 
 
 i want you 
 i want you 
 don't want you 
 i want you i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 but i guess love don't love me no 
 i love you baby i love you 
 i love you baby i love you 
 i love you baby i",0.7028565528676183,1.0,0.5064958568854346
15,"""aren't"" you ""somethin'"" to admire ? 
 ""'cause"" your shine is ""somethin'"" like a mirror 
 you know the way i feel 
 i know i know i know i know i know 
 you know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know i know i know i know i know i know i know i know i know i know 
 
 i know i know i know i know i know 
 i know i know i know i know i know i know 
 
 baby i know i know i",0.5264805851668833,1.0,0.5393136149082965
16,"just remember everything i told you 
 sorry for the pain that i have caused you 
 and i am so anxious you 
 
 i know that you are the one 
 and you know that i love you 
 
 oh oh 
 oh 
 oh oh ohohoh 
 oh oh oh 
 oh oh oh 
 oh oh oh 
 oh oh oh oh oh 
 
 i don't do you anymore oh oh 
 i don't think you want my body 
 i don't think you do 
 
 i don't wanna be rude of you 
 and i don't wanna be the only one 
 but i just wanna make it",0.5754823990690183,1.0,0.5409528208487624
17,"have you ever fed a lover with just your hands ? 
 closed your eyes and i'm so shattered 
 
 it's all gonna be okay 
 don't worry about the time 
 
 yeah 
 and i don't wanna worry 'bout nothing 
 but i don't wanna spend the rest of my days 
 i know that i'm gonna be alright 
 
 
 i need a soldier 
 i need a drink 
 i need a need a 
 
 i need a girl like a boy 
 i need a girl like you 
 i kissed a girl like you 
 
 
 i need a girl like you 
 a girl like",0.0,1.0,0.5119903152501909
18,"momma, ""i'm"" sorry 
 you know i never meant to hurt you, no 
 but ""i'm"" 
 
 i was born to be the one to blame 
 and now i am invincible 
 
 and i see her 
 you know that i'm a liar 
 but i know that i'm not the one 
 
 i'm so dumb i'm so dumb 
 i'm so dumb 
 i'm so dumb 
 i'm so dumb 
 i'm so dumb 
 so happy this road 
 
 i wanna be with you 
 
 so what would you do ? 
 i wanna feel your heartbeat 
 
 i just wanna know if i can 
 i",0.46409741959970835,1.0,0.5193197601257336
19,"are you ready ? 
 you call me on the phone 
 i act like ""nothing's"" 
 
 i just wanna rock you 
 i just wanna and get you naked 
 i just wanna see you strip 
 
 i wanna be your guy 
 i wanna be your favorite 
 
 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be alright 
 i wanna be your babydoll 
 i wanna be your body 
 
 i wanna be your guy 
 i wanna be your favorite 
 i wanna",0.0,1.0,0.5068381140552616
20,"we touch, i feel a rush; we clutch, it ""isn't"" much 
 but ""it's"" enough to a honeycomb 
 
 everyday 
 there's no one left to be the same 
 i know you see that i'm not the one 
 and it's not a homeless life for me 
 it's not a good one thing 
 
 it's a new thing 
 it's a new flavor it's a new flavor 
 new wave it's a new wave 
 new wave it's a new wave 
 new wave it's a new wave 
 new wave it's a new wave 
 new wave a new wave 
 new wave a new wave 
 new wave a new",0.603586912877955,1.0,0.5339294712403215
21,"ayo, before i start this song, man 
 i just wanna thank everybody for being so much it can go 
 i know you need to be a star and you know i know 
 
 i know that i am possible 
 i love it i love it 
 i love it i love it 
 i love it 
 i love it 
 i love it 
 i love it 
 
 i love it 
 
 i love the way you make me feel 
 i love the way i love it 
 i love the way i love the way i love it 
 i love the way i love the way",0.6433643209592939,1.0,0.5340933218305516
22,"you got me singing 
 shoo-doo-doo 
 shoo-shoo-doo-doo 
 very good 
 because of love 
 i'm ripping with you 
 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love 
 i'm not in love",0.8134440359272053,1.0,0.5346567191091541
23,"baby, ""it's"" not alright 
 the second that you turn your back, ""she'll"" be outta sight 
 
 i just wanna be your girl 
 i just wanna be your girl 
 and i can make your wish come true 
 if you let me treasure you 
 if you let me treasure you 
 you are my treasure 
 you are my treasure yeah you you you you are 
 treasure that is what you are 
 honey you're my golden star 
 you know you are my treasure 
 you are my treasure 
 you are my treasure yeah you you you you are 
 you are my treasure you are my treasure 
",0.5648602677833781,1.0,0.5091207530394426
24,"la la la la 
 la la la la 
 la la la la 
 la la la la la la 
 la la la la la la la la la la la la la 
 
 so i could be your girl 
 but i won't be your man 
 you can be my insomnia 
 you can run you can hide 
 you can run you can run 
 you can hide 
 you can run free 
 you can find a different time 
 i will not let you learn 
 i will be the one 
 i'll be the one who takes you home 
 i'll be your one one one one",0.6122610253060539,1.0,0.532738999162408
25,"uh uh 
 check it, check it 
 uh uh uh 
 i, love you and i can breathe 
 
 i said i'm sorry 
 i can't live without you 
 i can't get enough 
 i can't get enough 
 
 
 i don't have to be afraid 
 i don't want to be alone 
 i don't want to be alone 
 i don't want to be alone 
 i don't want to be alone 
 
 i just want to be wanted 
 i want to be your girl 
 i want to be your man 
 you know that i am your leader 
 but you don't wanna be alone 
",0.0,1.0,0.495480930702042
26,"baby, forget about me 
 just tell me what you want 
 
 i wanna freak you 
 you know i want you 
 and i want you 
 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 i want you 
 but i guess love don't love me no 
 i love you baby 
 i love you baby 
 i love you 
 i love you baby 
 i love you 
 i love you 
 but i guess you don't have time for me 
 
 i don't need",0.7085759378481618,1.0,0.5192230126012501
27,"i always thought it was you 
 you always thought it was me 
 we always knew all that you kissed me 
 
 i know what you came here to see 
 what you doin' ? 
 
 so what you know what you do 
 i got a little bit of me 
 you got me confused 
 
 i'm gonna be a selfish world 
 i'ma be alright 
 i'm gonna be alright 
 
 i know that you love me 
 i love you still still here 
 but i'm not keeping up my way 
 i know that you better be gone 
 
 i know you don't know how 
",0.42183173556087616,1.0,0.5307253250259901
28,"din daa daa, din daa daa, din daa daa, oh whoa 
 din daa daa, din 
 
 
 the power is ticking 
 the a line like a dungeon dragon 
 the club is ticking on the ground 
 
 i wanna take you to the ground 
 i wanna take you all night 
 i wanna do you want me to see your body 
 i want you to know what i got 
 
 i want you to know what i want 
 i want you to know 
 i want you to know 
 i want you to know 
 i want you to know 
 i want you to know 
",0.0,1.0,0.5382313894574309
29,"""i'm"" ""comin'"" up, so you better get this party started 
 ""i'm"" ""comin'"" up, so you see me 
 
 i keep on trying 
 i thought i thought i'd be in my head 
 i would be sad 
 i'd be there when i met you 
 i thought i'd be alone 
 i'd never be you 
 i don't know why i'm fighting for you 
 i can't believe you 
 
 oh i know you think that you are my type 
 when i see you watching you 
 
 when you look at me when i'm alone 
 when i look at you when i look at you 
 i see you",0.4392190243062448,1.0,0.4977455908032354
30,"""i'll"" show you all of the places ""i'm"" dreaming of 
 ""i'll"" take you to the river 
 i want you to burn it down 
 
 you know what i love now 
 
 i know you love me 
 and i love you 
 but you love me 
 but i love you so 
 so i do 
 but i love you so 
 and i love you more 
 
 i love you i love you 
 and i love you girl 
 i love you 
 i love you i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love",0.6375267849182029,1.0,0.5068482093020994
31,"""i'm"" walking behind you 
 calling the way you 
 give away all your secrets 
 
 
 i can see you i can see it 
 but i just can't get enough 
 
 i just wanna get it 
 i wanna get it 
 i wanna get it 
 i wanna get it 
 
 i wanna do it 
 i wanna make you wet it 
 like a bird and a buffet 
 like a big deal like a liquor 
 rampapapampam rampapapampam 
 
 i know you wanna be willing 
 in the air 
 and i was born in a sea 
 and i was living in a heart of glass",0.0,1.0,0.4980848186538
32,"""i'll"" find the places where you hide 
 ""i'll"" be the dawn on your worst night 
 and your heart's in the sky 
 and you were the one who had my heart 
 
 baby can you help me 
 and i can feel the love i can feel your face 
 i can feel my heartbeat 
 and i can feel it like this 
 and i know that i'm good 
 i know that you're beautiful 
 
 
 i don't want to explain 
 i don't wanna go for no more 
 i don't wanna know that babe 
 
 i don't wanna go to sleep 
 i don't wanna go back",0.0,1.0,0.5116427831071495
33,"so sugar, on my tongue 
 sour sweat sweet skin i was that 
 ""we've"" been so far away 
 i was born to be the one i came to be 
 
 i'll be your love your love 
 i'll show you the ropes 
 i'll show you the ropes one 
 more dance 
 
 i want you to stay and i want you to stay 
 i want you to stay 
 
 you know i got the bad 
 you got the bad 
 i got it bad 
 
 got that dirrty 
 got some things 
 and i got it 
 i got it all night 
 i got it",0.45488173191406683,1.0,0.5135142129857573
34,"la la la la la la 
 yeah 
 la la la la la la 
 la la la la la la 
 la la la la la la la la la la la 
 la la la la la la la la la la la la 
 la la la la la la la la la la la la la la la la la la 
 
 i know that you don't know me 
 i can't get you off my mind 
 i am stained 
 
 i can't get no satisfaction 
 i can't get no satisfaction 
 satisfaction 
 i'm not the type 
 but i don't think i'm not alone 
",0.5111770384562314,1.0,0.5142425244030004
35,"""you're"" my shining star 
 that is what you are 
 there is no one like me 
 i need you more than you are you are 
 you are my love my love my love 
 you make me love 
 
 you make me feel 
 and all i want is you 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me make me wanna",0.7115524472382241,1.0,0.5104312330417694
36,"your hesitation speaks to me louder than million words per minute 
 i was born to bring 
 
 it's almost blinding 
 this is the remix 
 i don't know why 
 i don't know why 
 i know 
 i don't know what to do 
 i don't know what to do 
 but to be alright 
 
 i know i know i know i know 
 i know i know i know i know i know i know i know 
 
 i know that you want me 
 and i know i know i know i know i know i know i know i know i know i know i know",0.4861105179031769,1.0,0.5196234508694503
37,"don (don) 
 mariah (mariah) 
 (ayy ! ) oh 
 mariah (mariah) 
 carey (woo) 
 
 i see you and i wanna see you 
 and i know that you wanna go 
 you wanna be with me 
 you need to be free 
 and i can be your hero 
 you can be my insomnia 
 you can be my whoaaa 
 you can be your baby 
 and i can be your groupie 
 
 i know you can do things 
 that you can do 
 
 don't know how much you don't know 
 don't know how to act 
 i don't know how to act 
 
 i",0.49130839988373404,1.0,0.5159461233240918
38,"never thought that ""i'd"" say 
 i wish i ""didn't"" love you ever since the first time 
 i could be the one who gives me 
 i want the love of my life 
 
 you need me 
 as much as i can 
 and you need me 
 
 i just can't figure out 
 i just need to get in line 
 i need to get in line 
 i don't wanna be the same 
 i don't wanna be the only one i need 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna",0.5228386047745243,1.0,0.5103033802857617
39,"state the obvious, i ""didn't"" get my perfect fantasy 
 i realize you love yourself more 
 
 i don't wanna talk about you 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna ever grow up 
 i don't wanna do it 
 i don't want you to please me 
 i don't want to be alone 
 i don't want to lose 
 i",0.722394513748049,1.0,0.5272619327954501
40,"mr. worldwide to infinity 
 you know the roof on fire 
 we ""gon'"" boogie oogie 
 i see you 
 and i got a feeling that i want you 
 i want you girl and i want your body 
 
 i want you to know 
 what i want to do 
 i want you to know 
 you know what i need 
 i want you to know 
 
 you know that i need you 
 and i know you need me 
 and i need you 
 i want you 
 i want you 
 i want you 
 i want you 
 
 so i want you to know 
",0.5414393114064682,1.0,0.5007805534030134
41,"rock rock rock 
 
 swing baby swing, ""you're"" playing with my can 
 and it takes a little bit of peter pan 
 ooh i miss you 
 that i was prepared 
 to give you a little bit more 
 
 i was so young 
 you was the one who loves me 
 but i was almost just a liar 
 
 i was just a hustler 
 i was the only one who loves you 
 i was born to be 
 
 i don't know what to do but i don't know what to do 
 we had to be with you 
 
 i was buggin' 
 i was listenin'",0.3619569900989744,1.0,0.49185760128159906
42,"late last night 
 i told you 
 i cannot do this 
 i cannot hold you 
 i'll be there 
 
 if you know what i mean 
 typical average teen 
 
 i know you know i know i know i know 
 i know i know i know i know i know 
 but i know 
 
 and i don't wanna be alone 
 i just wanna be your favorite 
 i just want to be your girl 
 i just wanna be your girl 
 and i can be your one one one one one one one one time 
 
 are you doin' your thing ? 
 are you",0.44262745922156854,1.0,0.5146129435104586
43,"what’s your suggestion for the night 
 should i turn off or maybe leave on the other side 
 
 so i traveled it like i'm in the middle of the night 
 i can see you in my head i see you 
 in my head you fulfill my fantasy 
 when i think of you 
 
 and i just wanna see you strip 
 you're the one i need i wanna love 
 
 i wanna love one thing 
 i wanna love you 
 i wanna love you 
 i wanna love you baby 
 i wanna love you 
 i wanna love you 
 i want you to stay 
 i",0.5349482522571433,1.0,0.4938183715059761
44,"once upon a time, a few mistakes ago 
 i was in your sights, you got me in 
 
 i don't want to cry 
 i don't want to go 
 i don't want to stop 
 
 i don't want to be with you 
 i don't want to be alone 
 i don't want to be alone 
 
 but i know i don't know what to do 
 i don't know what to do 
 so i don't know what to do with it 
 you know what i came to do 
 you know what i came to do i know what i came to do 
 i don't know what",0.608393104802412,1.0,0.5096441932971978
45,"it’s the middle of the week 
 i’m just driving home 
 the sun’s going down 
 and you don't know what to do 
 you don't know what to do 
 you don't know what to do with it 
 i don't know what to do 
 cause you know how to do it 
 i can't do it no 
 
 
 i know i know i know i know i know i know 
 but i know 
 
 i know i know i know i know i know i know i know i know i know i know i know i know i know i know i know i know i know",0.0,1.0,0.5207638504821764
46,"oh holy night 
 the stars are brightly shining 
 it is the night of our lives 
 
 i wish you would 
 i wish you would i wish you would 
 i wish you would 
 i wish you would i wish you would 
 i wish you would i wish you would i wish you would 
 
 i wish you would 
 
 i don't know what to say 
 i don't know what to do 
 i don't know how to act 
 i don't know how to act 
 i don't know how to act 
 i know how to act 
 i know how to act 
 i want",0.658918121326372,1.0,0.5233892384908184
47,"dem-dem-dem-dem dem-dem 
 dem-dem-dem-dem 
 dem-dem-dem-dem dem-dem 
 dem-dem-dem-dem 
 
 uh, ""i'm"" in my prime, 
 my name is 
 my hump my hump my hump 
 my hump my hump my hump my hump 
 my hump my hump my hump my hump 
 my hump my hump my hump my hump my hump 
 my hump my hump my hump my hump 
 my hump my hump my hump my hump my hump 
 
 i like em boots and i like it 
 i like it i like it 
 i like it i like it 
 i like it i like it 
 
 you know i like it ooh ooh",0.6786425353736165,1.0,0.5382399629729979
48,"tell me why are you only good to me 
 when ""i'm"" bad to you ? 
 
 how did you have to be my man ? 
 i just need a soldier i can be your soldier 
 i can love you 
 i can make you mine 
 you can come and make me a little more 
 
 you can put your number on me 
 you can let me let me be let me 
 you gotta know you wanna be with me 
 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be",0.5588646830621271,1.0,0.522011782879055
