,Pop,PAV,SSV,MSV
49,"""let's"" party ! 
 
 imagine the backstreet boys 
 here with the neptunes 
 call me the 
 let's begin 
 
 i don't want to be with you 
 i don't want to be alone 
 i don't want to be alone 
 
 i can't be without you 
 i can't be no no no no 
 can't be now no no no 
 
 you're no good 
 it's no big deal 
 no good one child 
 ain't nobody since you 
 
 you know i love you 
 
 yeah 
 but i don't really care about 
 
 and i can't believe that i could have it all 
",0.42340340585008246,1.0,0.5224183055042663
50,"shakespeare 
 mr. 305 
 this is to them boys that be in the club that i love 
 that you never had no way to get a little bit 
 you know i just bounce to the club 
 you gotta know 
 who you want to do 
 you know what i like 
 
 you see what i want you 
 you know what i like 
 
 i'm a motherfuckin' starboy 
 i know you like it 
 you know what it feels like 
 i'm so into you ayy 
 i wanna know that you want me to 
 i want you to know 
 
 you know i got you",0.439495089869423,1.0,0.5052124536422138
51,"say ""you're"" sorry, that face of an angel 
 comes out just when you need it 
 i need your love 
 
 you said you loved me 
 i need you to stay 
 i need you 
 
 you know you know that 
 you know that i know you know 
 girl 
 girl i know you 
 i know you know i know 
 
 i know i know i know i know i know i know i know i know 
 
 i know you know i know i know i know i know 
 i know you know i know i know 
 
 oh baby baby baby baby baby",0.45799294054483725,1.0,0.508582555610046
52,"when i was very young 
 nothing really mattered to me 
 but making myself happy 
 i can't believe it 
 and i can't get enough 
 
 i know that i know that it might be a good girl 
 i know that i know that i know that i know 
 
 i know that you love me 
 your love my love 
 you know you love me 
 
 i love you i love you 
 i love you 
 but i guess you don't have time to be alone 
 you got me thinkin' i got me 
 i got you 
 
 i got you under my skin 
",0.43251474163383313,1.0,0.5005714451926239
53,"please tell me what is taking place 
 ""'cause"" i ""can't"" seem to find a trace 
 i don't know where i'm at 
 
 and i know that you got me gone 
 
 i just need you to be free 
 and it ain't no longer allowed 
 not i'm supposed to be able to be 
 
 i know that i could be better than this 
 that i know that i know that i know that i know 
 
 i know i know i know i know i know i know i know 
 
 you know i know i know you know 
 
 do i do what i do",0.37031583575106813,1.0,0.5054703113865698
54,"if you want it to be good girl 
 get yourself a bad boy 
 (yeah 
 
 imagine a beautiful liar 
 a beautiful liar 
 just a little bit love 
 
 so you think i really don't know how 
 i know i tend to pretend 
 
 i do not know you own my life 
 baby i know you love me 
 
 
 go go go go go go go 
 go go go 
 go go go go 
 go go go go 
 
 go go go go go go 
 go go go go goooo 
 go go go go go go 
 go go go go",0.0,1.0,0.5408548699978054
55,"swear it ""isn't"" real 
 i like the way it looks 
 but i hate the way i love it 
 i love the way you lie 
 
 i love the way you make me feel 
 i love the way you make me feel 
 i love the way you make me feel 
 i love the way 
 i love the way i love the way i love the way i love the way 
 i love the way i love the way i love the way i love the way you make me feel 
 i love the way i love the way you make me feel 
 i love the way",0.6986211060881983,1.0,0.5088979468283282
56,"someday, ""i'm"" gonna get it right, my life 
 someday, ""i'm"" gonna figure it out, maybe 
 and my name is notorious 
 
 and you know you believe in me 
 you know that you know me 
 
 you can still feel it i can 
 i can feel it i can feel it 
 i can feel it i can i can i can i 
 i can i can i i can i i can i 
 i i i i i i i i i ii 
 i i i i i i i i i i i i i 
 i i i i i i i i i i",0.589641562814158,1.0,0.5507952164083152
57,"you took my heart, and you held it in your mouth 
 and with a word and i 
 i like the way you move 
 i like it like that 
 i like how it feels 
 i like it i like it 
 i like it like it 
 i like it i like it 
 
 i like it i like it 
 i like it rough 
 i like it rough 
 i like it rough 
 i like it rough 
 
 i love it i love it 
 i love it i love it 
 i love it 
 i love it i love it 
 i love it i",0.7227138454599622,1.0,0.5195225250303399
58,"bass (uh) 
 hi-hat (uh) 
 808 (uh) 
 jay (uh-huh, ready, uh-huh) 
 ""let's"" go 
 
 i was a little bit 
 i was a little bit of person 
 and i was a man 
 i was so young 
 a million miles an hour 
 i was blinded in a feelin' 
 but i was living in a picture 
 i'm feeling like 
 i'm going to extremes this 
 i can't seem to keep this 
 
 i can't believe this was a moment 
 i can't help myself 
 i wouldn't believe 
 it was a perfect illusion 
 mistaken to my very own time 
 and i was born",0.3606357240700301,1.0,0.4763001846832872
59,"this next song is made popular 
 by incredible jackson 5 
 and ""it's"" always been in the dark 
 you don't know i don't know 
 
 you know i know you know 
 you know you know you know 
 you know you know know know 
 
 i want you bless you 
 and i want you 
 i want you 
 oh oh 
 
 i want you to know i want you 
 i want you to know i want you 
 i want you 
 
 don't want you back 
 i want you back 
 why can't i give it back ? 
 
 i don't wanna be a",0.49679470097126827,1.0,0.5066931246851978
60,"kiss it, kiss it better, baby 
 kiss it, kiss it better, baby 
 
 been in a woman i just wanna love you 
 i want you to know that i need you 
 but i love you oh 
 
 i love the way that you love me 
 but now i know what you do 
 
 i am gonna tame you honestly 
 will you be my girlfriend 
 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
",0.6113911897254931,1.0,0.5222318955627486
61,"you from new york 
 you are so relevant 
 you reduce me to cosmic tears 
 
 you know what i mean 
 i'm a slave 
 a star 
 i know that i am a liar 
 
 so i'm not in love 
 i'll never let you go 
 and i'll never let you go 
 never let you go 
 
 i woke up and i 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
 i wanna love you 
",0.5859574425264936,1.0,0.5211248506806574
62,"""don't"" turn out the lights now ! 
 ""don't"" turn out the lights now ! 
 
 i got a lot of women in my feet 
 i need a stack and a 
 
 but the bad little thing called 
 i got a new party 
 but i got a feeling yeah 
 i got a feeling that i want it 
 i got a feeling that i got that i got 
 i got the best of my father 
 
 you got the moves 
 but i got the best 
 with you 
 
 if you don't want it 
 you only want me 
 if you don't want me 
",0.46626729547186335,1.0,0.5179307588653205
63,"i gave my heart to you 
 i gave up my friends like you said i don't know anymore 
 
 i don't want to fight 
 i don't want to hide 
 i don't want to fight 
 i don't wanna go nowhere i don't wanna go here 
 i don't wanna go nowhere i want to go 
 i want you to know i want you to know 
 
 i want you to know i want you to know 
 i want you to know i want you to know 
 
 you know that you wanna come on 
 down your glass 
 
 i wanna look at you 
 
 i",0.499781815503346,1.0,0.5156659381573008
64,"going back in time when i feel her 
 she touching me, ""it's"" too familiar 
 and she's got me at a bad girl 
 and the one that makes me wanna come true 
 i want you to know that i want you to know 
 i want you to know i want you to know 
 i want you to know what to do 
 
 oh oh oh 
 oh oh oh oh oh oh oh oh 
 
 oh oh oh oh 
 oh oh oh oh oh oh oh 
 oh oh oh oh oh oh 
 oh oh oh oh oh oh oh 
 
 oh oh oh oh oh",0.5859258773660929,1.0,0.538721555517166
65,"ayo, look like ""i'm"" ""goin'"" for a swim 
 dunked on ""'em,"" now ""i'm"" ""swingin'"" off 
 
 i got my own imperfections 
 i got a hole in my head 
 i got my own imperfections 
 and i got a feeling 
 i got a feeling that i got a problem 
 i got a feeling that i got the best one 
 i got the hotness 
 
 i can't help 
 i can't stop thinking about you 
 thinking about you 
 'cause i can't get enough of you 
 
 i can't get enough of you 
 and i can't stop thinking about you 
 i can't hold you 
 but",0.4548776973707386,1.0,0.5008912454142515
66,"oh, woah, oh 
 yeah, yeah 
 
 i only miss you when ""i'm"" breathing (uh) 
 i never thought i'd fall in love with you 
 
 i just wanna see you strip 
 you wanna stay 
 just wanna play with me 
 so you can make me cry 
 you can take me down 
 i can see you run 
 you can run 
 you can run 
 you can run run 
 you can run 
 you can run 
 
 you can run run away 
 you can hide from the sun 
 
 you need to be the one that you want 
 
 i need you to know",0.5225621591657853,1.0,0.5202375404585561
67,"alone 
 lying, thinking 
 last night 
 how to find my soul a home 
 and all the plans that i would know 
 
 i know that you don't know 
 if you don't know that 
 i don't know how to act 
 i don't even care 
 
 i can't believe i don't care 
 i don't care 
 i don't care 
 i don't care 
 no more 
 
 i don't care i don't care 
 i don't care i don't care 
 no more 
 
 i just want to be your girl 
 i just wanna be your favorite 
 i just wanna be your girl 
 i",0.45951443332482667,1.0,0.5134023548698143
68,"hehehe ! yeah, b ! 
 talk ""yo'"" shit ! hehe (partner, let me upgrade you) 
 
 i love the way you flashin' 
 i love the way you touch me 
 i love the way you make me feel 
 
 it's a shame 
 it's a long way 
 it's a long way 
 and it's a long way 
 we don't need no holiday 
 we don't care we don't care 
 i don't care 
 i don't care 
 i don't care 
 
 
 i just can't refuse my mind 
 i can't get no satisfaction 
 i don't think that i can 
 
 i just want to be",0.0,1.0,0.5445128306798576
69,"it takes a lot to know what is love 
 it is not the big things, 
 
 you know what i mean 
 you see me 
 
 i don't think you can 
 i don't wanna know 
 don't want you to know that i want you to know 
 i want you to know that i want you to know 
 
 i want you to know 
 i want you to know 
 you know that you want me 
 
 do you want me to 
 you know i want you 
 but you know that i want you 
 yeah you know i want you 
 
 i don't wanna",0.5246692030821738,1.0,0.5128298821400004
70,"all my people in the crowd 
 grab a partner take it down 
 ""it's"" me 
 i feel a little dangerous 
 and i don't know what you do 
 and i know i know i know i know i know 
 
 i know you know i know i know i know 
 you know i know i know i know i know i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 
 i know i know i know i know i know 
 i know i know i know",0.5279008433389385,1.0,0.5080461554937669
71,"he was my best friend 
 well, i tried to help him 
 but he traded 
 and i was blinded 
 i was so broke 
 i didn't speak like that 
 i was back with the latest during 
 
 i had a way to be the president 
 
 i said i guess i was a kid 
 i was so unsure 
 and now i know it 
 
 you know that i can't go on 
 'cause i ain't got no time to waste 
 
 i don't wanna be alone in the face of your love 
 i just wanna be the one for you 
 and i never thought",0.35906082226132036,1.0,0.4758385840444253
72,"this is one small step for woman 
 one giant leap for woman-kind 
 
 ""i'd"" 
 
 i know you need to take a ride 
 i can feel it on my shoulders 
 i can see it in the mirror 
 i can see it in your eyes 
 i know that you wanna leave 
 but you don't even know what i do 
 you don't know what you mean to me 
 i don't know what to do 
 
 i was a fool and a man 
 i was a little bit of 
 i was a little bit of me 
 i was a little bit of me 
 oh",0.4994357357638821,1.0,0.5202945499927124
73,"i mean... 
 ush, is this what it comes to man ? 
 this how we do it 
 it's the truth 
 
 it feels like we were seventeen 
 i was a looking for you 
 i was so weak 
 
 and i was in the way i did 
 i was living in a heart of glass 
 i was living in a heart of glass 
 
 i was living in a heart of glass 
 and i was a man 
 i was just a man 
 oh i was a kid 
 oh i was born to be 
 
 i was ready to take you home 
 and",0.443262448030792,1.0,0.5237635159482393
74,"ripped denim, baby, ""how'd"" you fit ""'em"" ? 
 baby, dipped in venom, baby, ""killin'"" ""'em,"" 
 you had a message in the club 
 you go back to the sofa 
 you are the best of my dreams 
 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure 
 you are my treasure yeah",0.7986350203216183,1.0,0.5158089408486639
75,"yo, i am such a dancehall queen 
 i think somebody painted these pants on me 
 in the flesh 
 and i guess i thought i was the last time 
 i wish i could feel the pain 
 i wish i could feel it all alone 
 i wish i could feel things in my life 
 i wish that i could feel it in my time 
 i wish i could feel it all again 
 
 so i'm offering 
 i don't know what to do 
 what to do 
 i'm not your lady 
 i ain't got no other option 
 you're so right 
 
 you're so excited 
",0.3970131462140323,1.0,0.4865954561703624
76,"speaking in tongues 
 yaba-diba-diba-da-da 
 voila, ""i'm"" killing this--caca 
 call up lady gaga 
 
 so i can see it happening 
 you got the best of me 
 you got a bad thing 
 you got a bad bad bad 
 but i got a bad bad bad 
 bad bad bad bad 
 bad bad bad bad 
 bad bad bad bad bad 
 bad bad bad bad 
 bad bad bad bad 
 bad bad bad bad 
 bad bad bad brown 
 i got a bad bad bad 
 bad bad bad bad 
 bad bad bad bad 
 bad bad bad brown bone 
 bad bad bad bad brown",0.6383865395721207,1.0,0.5292365833844276
77,"yeah, as i stumble into the night 
 ""we're"" touching, but i feel like you are the only one 
 i can see you on the way 
 and i know you wanna be with me 
 i know you wanna be with me 
 you need to be with me 
 i need to be the one that i want away 
 
 i just want to be your girl 
 i just wanna be your favorite 
 i just wanna be your favorite 
 i just wanna be your favorite 
 i just wanna be your lady 
 i just wanna be your favorite 
 i just wanna be your lady 
 i wanna",0.6386794671845751,1.0,0.5124089565119088
78,"watch this 
 
 these are my confessions 
 just when i thought i said all my tears 
 i don't know if i could tell her 
 
 i know what i do 
 and i know what i feel 
 and i know 
 
 i got a lot of ways 
 and i got a few things 
 got a good lot in 
 i got a few attitude 
 i got a hole in my head 
 and my heart is racing 
 i’m blazing out of the window 
 so tell me why you want me to 
 
 
 all i want is you 
 all i want is you",0.0,1.0,0.5065279419543472
79,"ooh ooh ooh, ooh ooh ooh 
 ooh ooh ooh, ooh ooh ooh 
 i lied, you 
 
 i can see it happening in my head 
 i see you watching me 
 
 i know you feel my nightmares i know you want me 
 you know i know you know you know 
 i know you know that i know you know 
 
 
 i know you wanna be so fine 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be 
 i wanna be with you 
 i wanna be with you 
",0.0,1.0,0.5203003973177035
80,"""i'm"" walking uphill both ways, it hurts 
 i bury my heart here in this dirt 
 you wanna put your hand on my pants 
 put your hand on my waistline 
 i love you i love you 
 i love you 
 i love you 
 and i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 i love you 
 
 i love you 
 i love you but i love you 
 i love you 
 i love you 
 i love you 
 but i guess you don't have",0.7748546277088745,1.0,0.5145417972623502
81,"whoa whoa, no whoa 
 whoa whoa, whoa oh 
 
 mmh, ""she's"" staring at me, 
 
 
 i feel like a motherless of other 
 i can hear the heavens i hear you 
 
 you know i'm gonna love you 
 i love you 
 
 i love you 
 i love you baby 
 i love you 
 i love you 
 i love you 
 
 love me 
 in my heart 
 
 i wanna be with you 
 girl i wanna be with you 
 i wanna be with you 
 girl i wanna be with you 
 i wanna be with you 
 i wanna be with you",0.0,1.0,0.5326381734009369
82,"i told, i told, i told myself again 
 ""i'm"" never running back on what i have 
 
 i ain't never gonna get no sleep 
 'cause i i i i i i i i i i i i i i i i i i i i i 
 i i i i i i i i i i i i i 
 i i i i i i i i i i 
 i i i i i i i i i i ii 
 i i i i i i 
 i i i i i i i i i ii 
 
 i i i i i i i i i i",0.540810820882022,1.0,0.5595990306756076
83,"""you're"" copycat, get back 
 ""i'm"" always on your mind 
 take a photograph like that 
 if you don't want the crown 
 
 i know your name is 
 so come on 
 i'm goin' on 
 i'm gonna keep on moving on 
 
 passionate 
 i'm moving on 
 i can't believe 
 what you don't say 
 i just can't get enough 
 
 'cause you should ever ever ever ever feel 
 like i'm not gonna let you go 
 i ain't gonna lie 
 
 i got some things i got 
 i ain't trippin' about it 
 i got no money to you 
 i ain't trippin' 
",0.31160506406318084,1.0,0.4906689138604801
84,"bubble pop, bubble pop, bubble pop, bubble pop, bubble pop 
 
 you might think ""it's"" i got the seed 
 they could have the patience 
 i ain't trippin' 
 just a little more 
 
 i know what i am 
 i know i know i know i know 
 i know i know i know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 but i know i know i know i know i know i know i know 
 
 it ain't no way to you 
 you got my heart",0.4792726154315942,1.0,0.5397118863488973
85,"check it out now 
 uh, check it out now 
 check it out now 
 check it out 
 
 i've been here before 
 i never lied 
 i thought i was the man 
 i was so unpredictable 
 i didn't wanna be your side 
 and you were my protection 
 when you walked in my arms 
 you gave me your love 
 your love 
 you got the key to love 
 you got all the things you do 
 you got my heart 
 
 i'm glad i know you think twice 
 i'm going to be your life 
 i'm gonna be alright 
 be alright 
 
",0.0,1.0,0.4900527786636451
86,"like a bitch out of order 
 like a bat out of hell 
 like a strobelight 
 and i know that i know 
 this is the end 
 i know i just need to be your soldier 
 
 i don't want to be alone 
 i can't be your girl i can't be your girl 
 no no no no 
 i can't be your girl 
 no no no no 
 
 it's just another day 
 i want you to know 
 and i want you to know i want you 
 
 i want you to know that i want you to know 
 i want you to know that",0.38015554589019906,1.0,0.5023040873897646
87,"clap for her, clap for her 
 cause they don’t make ""'em"" like her no more 
 i like them asian like i like how i like i like that 
 
 i like it rough 
 i like it rough 
 i like it rough 
 i i like it i like it 
 i like it rough 
 
 rotate 
 
 i love it when you come on my swag 
 you know the price i never knew 
 you had a dream 
 like a child 
 
 you love me but i know you love me 
 i know you love me 
 i love you 
 i love you 
",0.545839110479213,1.0,0.5293519356624586
88,"""i'm"" so glad you made time to see me 
 ""how's"" life ? tell me, ""how's"" 
 i don't wanna be the same 
 i don't mind spending this way 
 don't want to do me 
 
 i miss you so bad 
 i need you i need you 
 i need you i need you i need you 
 i need you i need you 
 
 i need you 
 i need you i need you 
 i need you i need you 
 i need you 
 
 i need you 
 and i need you 
 i need you 
 
 i need you 
 i need you 
 i need",0.6125477072367728,1.0,0.5119231999052275
89,"you ""should've"" been there 
 ""should've"" burst through the door 
 with that ""baby, ""i'm"" right now 
 i got a whole lotta i got my own heart 
 i want the bad girl i want your cake 
 
 
 i wanna be a cowboy baby 
 i wanna be a cowboy baby 
 i wanna be a good girl 
 i wanna be a girl just be the one 
 
 
 yeah yeah 
 i know i know i know i know i know i know i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 i",0.0,1.0,0.5083713559824097
90,"this song makes me wanna have sex in my car, uh 
 
 wham, bam ! 
 
 i wanna love i love love i love love 
 i love the way that i love the way i love it i love it 
 i love the way we love the way we way 
 i love the way i love the way i love it 
 i love the way i love it 
 i love the way i love it 
 i love the way i love it 
 i love the way 
 i love the way you make me feel 
 i love the way 
 i love the way you make",0.6772636779473752,1.0,0.520502706064659
91,"""let's"" have some fun, this beat is sick 
 i wanna take a ride on your disco stick 
 i wanna make love 
 i wanna love love love love 
 i wanna love love love love love love 
 i love the way i love that i love the way 
 
 i love the way you make me feel 
 i love the way 
 i love the way i love you 
 
 i love the way you lie 
 i love the way you make me feel 
 i love the way you make me feel 
 i love the way i love the way i love you 
 i love the",0.6108497955464726,1.0,0.5102962977401798
92,"shaking your head like ""it's"" all wrong 
 before ""you're"" here, ""you're"" already gone 
 and you're so full of my heart 
 you're my best friend 
 you're my only one 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty yeah 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty 
 you're my only shorty you're my only shorty 
 i'm only one one one one one 
 
 
 make me and",0.0,1.0,0.5257852075034497
93,"she said iz u iz or you ""ain't"" 
 iz u iz or iz u ""ain't"" 
 
 oh oh oh oh 
 oh oh oh oh oh 
 oh oh oh 
 oh oh oh oh 
 oh oh oh oh oh 
 oh oh oh oh oh oh 
 
 oh oh oh oh oh oh oh 
 oh oh oh oh oh oh 
 
 oh oh oh oh oh oh 
 oh oh oh oh oh 
 oh oh oh oh oh 
 
 oh oh oh oh oh oh oh 
 
 oh oh oh oh oh oh 
 oh oh oh oh oh oh oh 
 oh oh oh oh",0.6969050230003733,1.0,0.542443694656671
94,"i spend all my money 
 on a big, old fancy car 
 for these bright-eyed 
 
 i don't know what you need 
 i don't know what you do to me 
 
 don't know what to do 
 you don't know what to do 
 you don't know what to do 
 
 you don't know what to do 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know what 
 you don't know",0.7245932678688504,1.0,0.5213643125022451
95,"once upon a time, you whispered softly in my ear 
 loving words and fairy tales 
 and i see you laughing and i know i can see 
 i can't wait to say you 
 'cause i know you want me 
 
 i don't know where to start 
 i don't know where to go 
 but i don't wanna go 
 i don't wanna go 
 
 you don't have to bleed for me 
 
 it's like a hiccupcup 
 it's the last time i wanna see it 
 
 i don't know why i lost my mind 
 i don't know why 
 i don't know what to do 
 i",0.4543383419302313,1.0,0.5075153808344272
96,"i see trees of green, red roses too 
 i see them bloom for me and i ain't a lot of mind 
 i just wanna be a good girl 
 i wanna be a little bit way 
 i wanna be a little one 
 i wanna be a freak 
 be a little selfish be a little more 
 be a little more 
 
 you know what it feels like 
 you know it can tell it 
 you know it 
 you know it 
 you know it you know it 
 you know it you know it 
 
 you know it 
 you know it 
 you know it you",0.6603606836179374,1.0,0.522896146419814
97,"oho oho oh oho oho 
 ba da ba bum 
 oho oho oh oho oho 
 oho oho 
 
 flo rida yeah 
 
 flo rida 
 i know 
 i just want to be a girl like you 
 
 i just want to be a girl like you 
 just a little bit of your body 
 just a little bit of your heart 
 just a little bit of your heart 
 just a little bit of your heart 
 just a little bit of your heart 
 just a little bit of your heart 
 just a little bit of your heart 
 just a little bit of your heart",0.599457325921823,1.0,0.5218982482655484
98,"""i'm"" five years old, ""it's"" getting cold, ""i've"" got my big coat on 
 i hear that voice of my garden stylin' in your forehead 
 i talk so crazy 
 
 i know that you like it 
 i know you like it 
 you know you know how to touch it 
 you know it you know it 
 you know it you know it 
 you know it you know it 
 you know it you know it 
 
 i'm freaky out my head 
 my head ain't got stress 
 i got my mind 
 my my my my my my my my my my galway girl 
 my my my",0.5765431700882011,1.0,0.5221195828522891
99,"ooh, la, la, la-la-la-la 
 ooh, la, la, la-la-la-la 
 
 when the lights go down and the band 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
",0.8089147639009796,1.0,0.5729369078116819
