,R&B,PAV,SSV,MSV
49,"this is a story of mind, soul and heart 
 come to think of it, ""don't"" as I found a symphony 
 And I know you were my love 
 And I'm gonna do the love you do 
 And I know you can't tell 
 I know you got the love of my life 
 I can't get next to you 
 I just can't get enough for you 
 I wanna be by the one 
 I just wanna be the one 
 I wanna be with you 
 And I wanna be with you 
 I wanna be with you 
 I'm gonna make it last 
 I'm gonna make it anyway 
",0.5265836471057628,1.0,0.4766833542418072
50,"here you come to me with your arms open wide 
 saying, ""i got sweet love 
 No need to be a miracle 
 
 I want to throw 
 I want to be with you 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be with myself 
 I",0.457054889740495,1.0,0.5280829782889636
51,"deena (the dreams) 
 we ""didn't"" make forever 
 ""we've"" each got to go our seperate 
 We can make it, we can do it 
 We can do it, we can do it 
 We can do it, we can do it 
 Baby, it, say it 
 Oh, oh, oh, oh, oh 
 
 I want it, I need it, I want it 
 Have about the love I want 
 Sexual Healing I need, oh 
 (How I wish) 
 
 I want you to know 
 I know you've been running out 
 I've been with you, I can't help myself 
 I can't believe I can't get next to you 
",0.42990610533540813,1.0,0.4854855561434551
52,"as he came into the window 
 was a sound of a crescendo 
 he came to the heart 
 
 So I'll be bringin' 
 But you can't be hip, 
 
 I don't know what to do 
 But just don't know what I got 
 And I know that I know I know 
 I know that I love you 
 I love you 
 I love you 
 
 You know I love you 
 I love you 
 I love you 
 I love you 
 You, you know 
 
 You know I love you 
 I want you, I need you 
 Like I need you 
 I need",0.5492566891713986,1.0,0.5086646373924159
53,"so much ""betta'"" ""i'm"" for you 
 so, so much ""betta'"" ""i'm"" for you 
 
 So tell me what you wanna do with me ? 
 You ain't got no room that you want, you can't see 
 You got the swag sauce, 
 You got the power 
 And the power 
 
 I want to have a little sad 
 And I don't know what I'm gonna do 
 
 It's just the way I am 
 You know I know you are still now 
 
 I know that 
 That I can't help myself 
 When you kiss me 
 I know you got a love that has got my undivided",0.44319945960412416,1.0,0.521157788385616
54,"ooooh 
 ah-aaah 
 i feel, i need, ""i've"" got to hold on to your love 
 
 'Cause I just wanna make love to you 
 And I wanna make love to you 
 I know you want me to 
 And I want the love I need 
 I want you to know 
 I want you 
 I want you 
 I want you 
 I want you 
 I want you 
 I want you 
 I want you 
 I want you 
 I want you 
 
 I want you to know 
 I want you 
 
 I want you to know 
 
 'Cause I need you 
",0.6457709969935802,1.0,0.5196578369224658
55,"baby, ""i'm"" so glad ""you're"" here 
 so many things i wanna tell you 
 so I wanna hear, I wanna know baby, baby 
 I wanna know what I wanna do 
 I wanna make love to you 
 I wanna know what I wanna do 
 I wanna know what I wanna do 
 I wanna know what I wanna do 
 I wanna know what I wanna do 
 Loving you 
 I wanna know 
 I wanna know 
 I wanna know 
 I wanna know (I want to know) 
 I wanna know (I want to know, I want to know, I want to know, I want to know 
 Tell",0.6453920495451204,0.9915498661588825,0.501234272439678
56,"just let me hear some of that rock and roll music 
 any old way you got it 
 We got it, got it, got it, get it, get it 
 Hey, we got it, get it, get it 
 Get it, get it, get it, get it, get it, get it, get it 
 Get it 
 Get it, get it, get it, get it, get it 
 Get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get it, get",0.7547017307518472,0.9881952404979761,0.5628450263012152
57,"you, you need a love like mine that you can depend on 
 when your whole world is slowly 
 You can dust it down 
 
 You know I can dance 
 I know you can give it all 
 But it's hard to say goodbye 
 I'm going to get down to the point 
 And I can't take it, can't stand it 
 Don't let me be the time, I can't go 
 I don't know how you don't want me 
 'Cause I don't know what I know 
 I don't know 
 That I know 
 I know 
 I know 
 I know 
 
 I know 
 That I",0.5066083826493373,1.0,0.5022038480139743
58,"clap your hands everybody 
 clap your hands 
 come on, keep it going 
 clap it be 
 Let it be, let it be 
 Whisper 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be, I... 
 I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna know 
 
 I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be, I wanna be,",0.4351252823917061,1.0,0.49590212942851936
59,"your eyes are telling me 
 on my knees is where i should be 
 on I know 
 
 I know you know 
 I know you know 
 I know you know 
 
 You know I know 
 You know I know 
 You know I know you know 
 You know you got your heart 
 And you know that I love you 
 The way you make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You",0.7127400159309094,1.0,0.5111397629739799
60,"yeah, want to talk, okay 
 talk about getting it on 
 early morning, should talk to me 
 (Reach out) Reach you know 
 Be there 
 You give me up and you know 
 And I know 
 You know I can't go 
 Whoops now, I'll make it through it 
 And I'll be the one I can 
 I don't know what I am 
 When I learn 
 I will 
 I can make it 
 Gotta make you feel 
 I can make you a believer 
 Baby you can make me scream 
 
 I can make you a believer, I can make you a believer, baby 
 I",0.3543127013438192,1.0,0.4548269779300959
61,"am i seeing what i think i see 
 or are my eyes playing tricks on the phone 
 
 When it's twilight and the key 
 And the night is time 
 When you keep on in 
 And you know the color 
 You know 
 I know you come and not 
 You know I wanna love you 
 I love you 
 And I love you 
 
 I want you 
 I want you 
 I want you 
 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I",0.6197678918692066,1.0,0.5183975760550156
62,"dazed alone confused in thought 
 feeling bad for whatever ""she's"" done 
 got caught up 
 
 It's so dangerous I got to be 
 It's been too long 
 It's too bad cause love is blind 
 (It's too bad, so sad) 
 It's too bad cause love is blind 
 (It's too bad, so sad) 
 It's too bad cause love is blind 
 (It's too bad, so sad) 
 Too too bad, so sad) 
 It's too bad cause love is blind 
 (It's too bad, so sad) 
 It's too bad cause love is blind 
 (It's too bad, so sad) 
 It's too bad cause love is blind 
 (It's",0.4163785132083432,1.0,0.485571788844353
63,"down the street you can hear her scream ""you\'re a disgrace"" 
 as she slams the baddest of the coast 
 She was the leader 
 And the corn was thunder 
 And the boy looked at me 
 And I don't mind 
 
 I don't care what they say 
 I'm so proud I don't care what they say 
 But I don't know what to do 
 
 I don't know how I feel 
 
 I know that I love you 
 And I know I love you 
 I know you don't know 
 
 I just wanna be the one you want 
 
 I want to be with you",0.44508988687013723,1.0,0.5114209758120638
64,"yeah 
 ""there's"" three things i like about the summertime 
 drop tops, long hot nights 
 
 I trusted my baby, I see you in my eyes 
 I can see your halo, halo, halo 
 I can see the way you look at me 
 I can see your face 
 I can see the way you look at me 
 I can see what I can do 
 I can make you a believer 
 I can feel your halo, halo, halo 
 I can feel your halo, halo, halo 
 I can see your halo, halo, halo 
 I can see your halo, halo 
 Halo 
 
 I can feel your",0.49084659641740525,1.0,0.5102664358332524
65,"try me (try me) 
 try me (try me) 
 darlin tell me i need you 
 (Love me) 
 
 I can feel the same ? 
 (Got me into the night 
 I'm gonna be a king of better 
 Oh, I don't wanna be the one 
 Don't know what to do 
 Don't know what to do 
 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know what I am 
 What I gotta do 
 Loving you, want you 
 I",0.5569481000612895,1.0,0.4989897491608462
66,"open your eyes 
 so you can see 
 little girl 
 that you hurt me 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna...",0.8597633853358577,0.9971096849337698,0.5158251909471883
67,"aaaaaaaaaaaaaaaaaaaw ! ! ! 
 oh ! 
 say it now ! 
 ""i'm"" back ! 
 Get up offa that thing 
 And dance 'till you feel better ! 
 Get up offa that thing 
 And try to release that pressure ! 
 Get up offa that thing 
 And shake 'till you feel better ! 
 Get up offa that thing 
 And try to release that pressure ! 
 Get up offa that thing 
 And shake 'till you feel better 
 Get up offa that thing 
 And try to release that pressure ! 
 Huh ! ! ! ! ! ! 
 
 I got to get over ! 
",0.29625078774938157,1.0,0.41488318496223353
68,"konvict 
 akon and whitney, yeah 
 (oh yeah) 
 
 did you ever wish you knew 
 Would you still love me 
 Oh, I love you 
 
 I love you and you will always love me 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 You, you 
 You are my sunshine 
 My darling, darling 
 My love affair 
 Forever and on 
 My love",0.6025782496411803,1.0,0.5144244152384592
69,"with a ""child's"" heart 
 go face the worries of the day 
 with a ""child's"" I was high 
 But I used to be a thrill 
 I got a chick on the side 
 I went to the floor 
 I got a Basketball Jones 
 I got a Basketball Jones, oh baby, oh 
 I got a Basketball Jones, oh baby, oh 
 I got a Basketball Jones, I got a Basketball Jones 
 I got a Basketball Jones, baby, I'm a greedy 
 I'm a greedy man, I'm a greedy man, I'm a greedy 
 Hey. a greedy woman with a greedy man 
 A big ego 
 And a girl like",0.4554335079271083,0.957606839011758,0.44569705516877706
70,"seconds, i missed him just by seconds 
 i missed him in the moment that it wasn't me 
 And I dropped my feet 
 And I know I would do anything 
 But I can’t take it on a lonely avenue 
 But I know it was I 
 
 
 I lost the love I had found 
 And I could never get enough 
 But I know what I want 
 You know how to use it 
 
 I feel like shouting and I need a little bit more 
 I wanna learn to the top 
 'Cause I want to know 
 
 I wanna be with you 
 I wanna",0.0,1.0,0.491621027181583
71,"paroles de la chanson your heart and soul : 
 you, still awake my desire 
 
 I want you to know that 
 I want to know 
 That I want to know 
 I want to know 
 I want to know 
 I want you 
 I want you 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 
 I wanna know, wanna know) 
 I wanna know (I want to know) 
 I wanna know (I want to know, I want to know (I want to know) I want to",0.7474489289928408,1.0,0.5207288745399957
72,"""it's"" time 
 
 ""i'm"" sincere, i say what i mean 
 and i mean just a girl 
 I know you know 
 And I do it all 
 To a little closer 
 You took me in that 
 And I just wanna hear what I say 
 
 I give you everything you wanted 
 
 The way you make me feel 
 The way you make me feel 
 You make me feel 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me",0.6140726263915505,1.0,0.5092412616907565
73,"if tomorrow is judgement day 
 and ""i'm"" ""standin'"" on the front line 
 and the truth, the way it is 
 You know I'm not the one 
 You know I can't be the one 
 And not the one I love 
 And the way that you love 
 That's the way you do 
 You know it's true 
 You know you're the one you want 
 You know you make the life takes you make the world 
 If you don't want, you don't have to (get in trouble) 
 
 I'm the blue gangsta 
 And I'm still in love 
 'Cause you know what I'm dreaming of 
 
 I",0.41309427018933664,1.0,0.4865564005930967
74,"oh oh oh i, oh oh oh i 
 
 if i wrote a book about 
 
 I know you're gonna be what they're gonna be 
 But when you're in trouble, and you're the same 
 You don't have to worry 
 You don't know what you need 
 You know I'm going to be there 
 
 For you to know how I feel 
 I know that I love you 
 I love you 
 Love and I 
 I love you 
 I love you 
 
 I love you 
 I love you 
 That's why I love you 
 I love you 
 I love you 
 I love",0.5682286814056897,1.0,0.5104173738411673
75,"you know you want me 
 you want this 
 
 my girls, goin ""'round"" talking about you 
 I just don't want to be the one 
 
 I just wanna be the one 
 You know 
 You just a beautiful man 
 You know I know 
 You know I love you, I love you 
 And I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 And I love you 
 I love you 
 I love",0.6850615673598759,1.0,0.5182319400012624
76,"thought i heard your voice yesterday 
 then i turned around to say 
 that i am calling 
 You know I know I was born 
 But I know that I can make it all 
 I'd make you feel like this 
 I can make it all come true 
 
 Oh oh o-oh, oh oh 
 I know you're gonna miss me 
 Just like a revolver babe, 
 And I still can't stop me 
 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor I don't need no doctor) 
 I don't need no doctor 
 I don't need no doctor 
 I",0.4725661581460481,1.0,0.5070363467011465
77,"i need somebody 
 ""who's"" consistent with me 
 someone already there 
 when i need you 
 
 The rent I see your face 
 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you, I love you 
 
 
 I do love you 
 And you can't stop me 
 I can't do it 
 You know I can't do it 
 
 I can't believe I can't do without you 
 I can't do it, baby 
 I can't do it, baby 
 I can't do it, baby 
 I can't do it, baby 
 I can't do it, baby 
 I",0.0,1.0,0.5065790744426654
78,"""i've"" been drinking 
 boy, ""i'm"" drinking 
 turn it, turn it 
 ay, turn up 
 You know you want it 
 (Lose control) 
 La-la-la-la 
 La-la-la-la 
 La-la-la-la 
 La-la-la-la 
 La-la-la-la 
 La-la-la-la 
 Up and down 
 I gotta go 
 Now where I wanna be 
 Aah, girl, I know 
 What I gotta do 
 To make you love me 
 
 You make me feel like you want me 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me",0.6237629396821113,1.0,0.5011183073567156
79,"what ""y'all"" wanna do ? 
 what ""y'all"" wanna do ? 
 tell me 
 
 Show me 
 Call me 
 
 I wanna be with you 
 When you do 
 You promised me 
 I want to be the one to love you 
 You know that I love you 
 And that's why I love you 
 I love, you know I love you 
 No more 
 I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 Baby I love you 
 Baby I love you 
 I love you 
 I love you 
 I love you 
 
",0.0,1.0,0.5066618127235881
80,"i been around the world (hey, yeah, hey) 
 and i still ""can't"" find my baby 
 And I can't even breathe no 
 Don't come begging me 
 
 I can't wait for you to see 
 I want you to know 
 You know I can't be 
 
 You know I know 
 You know I know 
 You know I know you got it 
 And I know you got it 
 I know you want it 
 I know you want it 
 I know you want it 
 I want it, I want it 
 I want it, I want it 
 I want it, I want it 
 I",0.6433229274206481,1.0,0.507625437481955
81,"to be young, gifted, and black 
 oh, what a lovely precious thing 
 oh, when you look up in the corner 
 I look at you 
 I can see your halo, halo, halo 
 
 I can see the way you feel 
 And I can feel it 
 I can see the way you do 
 'Cause I can tell 
 I'm gonna be ready 
 
 I don't want you to be 
 I don't wanna be alone 
 
 I don't wanna go... 
 I don't wanna be without you 
 I don't wanna be kinda kinda love 
 
 I don't wanna live... 
 I don't want you to be",0.41597024278784983,1.0,0.48572443461413645
82,"they say ""there's"" a tree in the forest 
 a tree that will give you a brand new Ford 
 
 All the time I know 
 That I know 
 That I would do 
 I will always love you 
 
 I will always love you 
 I'll always love you 
 I'll always love you 
 I love you 
 
 I love you 
 I love you 
 And I love you 
 I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 I love you 
 Baby I love you 
 
 I love you 
 I love you 
",0.6280257513817846,1.0,0.5193992017727294
83,"one little christmas tree was standing alone 
 waiting for someone to come by 
 one day I fell in love 
 
 
 I never thought I'd be with you 
 I never thought that I would be a better world 
 And I guess I can make a love song 
 But now I know 
 That you love me 
 It would be 
 That you loved me 
 I know you were mine 
 And I would have played too 
 And I guess I've been the most 
 I could have had the one 
 And it's early in the morning 
 And I don't know what I came to do",0.0,1.0,0.45826796966284383
84,"what they say ? 
 the world 
 (tay keith, fuck these niggas up) 
 
 The way you stole the neighbors 
 You know that I am the one 
 And I believe that you want me to be with me 
 You know I'll be there for you 
 All of my love I know that 
 I'll be there for you 
 I want you to know 
 
 How can I make you love me 
 The way you loved me 
 The way you love me 
 The way you loved me 
 The way you loved me 
 The way you loved me is 
 The way you loved me",0.49496426378900094,1.0,0.4943207634802158
85,"is love behind me ? 
 though i need you to satisfy me 
 destiny will you want to do it ? 
 
 You got to be hipper than hip 
 You got to be hipper than hip 
 You got to be hipper than hip 
 And you know how to use me 
 And I know you're holding me 
 You're the one I need 
 You're so good 
 I know you're a wonderful one 
 You know you got it 
 I got a Basketball Jones, oh oh 
 
 I got a Basketball Jones, oh baby, oh 
 I got to be there 
 I got a Basketball Jones 
",0.45744035626373214,1.0,0.4930860840700542
86,"man, i know what you used to 
 we ""gon'"" do something different tonight 
 ohh-uuu and 
 
 I know that I'll be here 
 And I know that I need you, I need you 
 
 I need a love for a lover 
 I don't wanna know 
 
 I don't know how much I love you 
 I know you know I know you 
 But I know I know you know 
 You don't know how bad I feel 
 And I know how to use it 
 I'll be with you to convince 
 I just wanna be the one to share 
 And I just can't stop crying 
",0.4391980989259283,1.0,0.508095849191754
87,"""we're"" talking about true love this evening 
 
 you see, it was good enough for me 
 But I know you never had met me 
 I used to have 
 But I love you 
 And I love you 
 But I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 And I love you, I love you 
 I love you, I love you, I love you 
 I love you, I love you, I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I",0.7783043162347175,1.0,0.512530897643581
88,"come over here, sweetie 
 i really wanna talk to you for a few more moments, 
 And you can make it all come true 
 And it's not like a child 
 I love you, babe 
 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 
 Baby I love you 
 I love you 
 Oh darling I love you 
 I love you 
 Baby I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 You know 
 I",0.6879735007345347,1.0,0.5058523879699994
89,"""there's"" is a saying, oh love is blind 
 still ""we're"" often told, ""seek and ye a 
 Vow of pain 
 
 I need the love I have 
 I do love you 
 And I want you to know 
 
 I tried to be the one to share 
 
 You give me butterflyz 
 And I just wanna know 
 How can I do 
 When I wake up in the morning 
 And I guess I can make it anywhere, and I can make you a believer 
 And I can make you a believer, I can make you a believer, baby 
 I can make you a believer, I can",0.4084973197972356,1.0,0.5201177701295933
90,"usher, baby 
 ""i'm"" alone in this room 
 the only thing ""that's"" on my mind 
 As I shouted 
 I finally found the way 
 I wish I didn't want 
 But I feel like I feel 
 I need to know what I wanna do 
 I wanna know (I want to know) 
 
 I wanna know (I want to know) 
 I wanna know (I want to know) 
 I wanna know (I want to know) 
 I want to know, I want to know, I want to know 
 
 I want to thank you 
 I wanna know what I wanna do 
 Whatever's on my knees 
 Baby",0.4101738318175703,1.0,0.48790751722269976
91,"my loving heart would shake 
 more than the earth could break 
 if you should be watching the next for me 
 Don't get mad at me 
 I know you care to love me 
 You know I love you 
 
 I want you to know that I love you 
 I want you to know that... 
 And I need you 
 I want you to know 
 
 I want you to know 
 You're the best thing I do 
 Is with you 
 I am the one 
 I am the one 
 To the bottom 
 The sun is the end 
 And the Lord is 
 The",0.43971790705332287,1.0,0.4800153510473833
92,"fellas, ""i'm"" ready to get up and do my thing (yeah go ahead ! ) 
 I wanta to the bridge ! 
 I got to be the man who can I 
 
 I got the St. Louis blues, on my knees 
 And I love you so much 
 I love you 
 And I love you 
 I love you 
 
 I love you 
 
 You know I love you 
 I love you, baby, baby 
 I love you more than I know 
 You know I don't want you 
 I love you 
 And you know 
 If I love you 
 
 I love you 
 And",0.4797048578901632,1.0,0.498648956966757
93,"oh carol, ""don't"" let him steal your heart away 
 ""i'm"" going to learn to dance 
 
 Cause you gotta be back to me 
 Put your own soul 
 You can dust it down 
 Make it work, bring it home 
 
 Can you handle it ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can I get a witness ? 
 Can i",0.6379966388800555,1.0,0.5168963336083509
94,"""it's"" after midnight and ""everyone's"" in their room 
 and ""i'm"" just waiting for the lights 
 
 And I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 And I don't know what to do 
 I know I'm gonna make it anyway 
 I'm gonna make it anyway 
 Close my life, my life 
 I don't know why you don't know 
 I know you don't know what you got 
 I want a basic 
 And I got a love song 
 But I don't know 
 That I know 
 I know I love you 
 I know you 
",0.5381100558312392,1.0,0.4867472523774513
95,"i just want to lay next to you for a while 
 you look so beautiful if you wanna be a better place 
 I can see the way you talk to me 
 You can count on me 
 This is the way it feels to get real 
 This is my life 
 
 This is for the lovers of the world 
 This is for the lovers, 
 This is for the lovers of the night 
 This is for the lovers, 
 This is for the jeeps 
 
 This is for the lovers, 
 This is for the jeeps of the world 
 This is for the lovers, 
 
 This",0.5230622462085587,1.0,0.519930505089571
96,"hey mama, ""don't"" you treat me wrong 
 come and love your daddy all night long 
 
 I want to make love to you 
 I wanna make love to you 
 And I wanna know if I wanna know 
 
 I wanna know if I wanna know 
 I wanna know (I want to know) 
 I want to know (I want to know) 
 I want to know I want to know, I want to know, I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want you to know 
",0.6913703433520035,1.0,0.5286431260586021
97,"ah baby 
 after many tears fall from your eyes 
 a thousand times you ask me to you 
 
 I wish you were here with me 
 I guess I shoulda got to be there 
 I guess I wouldn't have been wrong 
 But I know that I don't care 
 I don't know if you don't know 
 And I know that I love you 
 I love you so 
 And I love you 
 That's why I love you 
 I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 I love you 
 I love you 
 Baby",0.5751315338368073,1.0,0.5090896842545702
98,"""there's"" a ghost down in the hall 
 ""there's"" a ghoul upon the bed 
 ""there's"" a match of the night 
 And the eagle flies 
 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me",0.8385200925760341,1.0,0.5267847609159385
99,"sometimes, the going 
 gets a little bit tough now 
 (oh, baby, ""don't"" you weep) 
 I gotta let you know 
 I wanna know 
 Do you know 
 I know you can't do it 
 
 When I try to make you understand 
 You make me feel 
 You make me feel 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna...",0.7457786899388157,1.0,0.5127780278806572
