,Rock,PAV,SSV,MSV
0,"""daddy's"" flown across the ocean 
 leaving just a memory 
 a snapshot in the family 
 
 I don't know what to do 
 I don't want to know 
 
 I don't want to face it 
 I don't want to fall 
 
 I don't want to fall asleep 
 I don't want to fall down 
 I don't want to fall in love 
 I don't want to fall in love 
 I don't want to fall in love 
 I don't want to face it 
 I don't want to face it 
 I don't want to fall 
 Don't wanna talk about it 
 Don't wanna crumble about it 
",0.5749978761612873,1.0,0.4957487356859914
1,"hello, hello, hello, hello 
 check, check, check 
 
 soothing repeat 
 i look down 
 But I really got to get away 
 
 
 I'm down and I'm in the sea 
 I'm alone, and I'm just a jealous 
 I'm in a state of my 
 And I'm in my head 
 In my soul 
 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed",0.0,1.0,0.5312812272526954
2,"oh, sweet thing 
 zion ""doesn't"" love you 
 and babylon ""don't"" love you 
 but I need you, I need you to 
 Be my Wendy, 
 I want to be the one, I want to be 
 As my pleasure in my life 
 I want to be to be free 
 I want to be free 
 I want to be free 
 I want to be free 
 I want to be free 
 I want to be free 
 I want to be free 
 I need to be free 
 I want to be free 
 I want to be free 
 I want to be free 
 I'd be",0.6687931176016718,0.9918245343250585,0.507504131529309
3,"waking up dead, inside of my head 
 would never, never do, there is no med 
 No one else knows what we do 
 
 So I want to see you 
 
 Don't you know you need to go on 
 Don't you want to be your man 
 
 I want to be with you everywhere 
 I want to be with you everywhere 
 I want to be with you everywhere 
 
 And I know that I can't be found 
 
 I know I'm not gonna make you groom 
 'Cause I'm not gonna give you this way 
 I'm not gonna make you groom 
 I'm not gonna make",0.5006425844076967,1.0,0.5178599070124036
4,"at my feeding time 
 ""she'd"" push food through the door 
 i crawl towards the TV 
 And the grease 
 Of the queen 
 
 I was born in the first time 
 And I knew I was in love with you 
 I was the one who would always you 
 I was the only one who thinks I am 
 
 I was born down in Louisiana 
 I had a note to a man 
 I was so tired, now 
 I'm standing in my eyes 
 It was the only thing that I needed 
 
 I was shamed 
 I was shamed 
 I was shamed 
 I was",0.44013906081860166,1.0,0.4992070649446735
5,"i look at you all, see the love there ""that's"" sleeping 
 while my guitar gently 
 
 
 I got the sunlight blues 
 I can't get my hash 
 I got my hash and I got rambling 
 I got myself to get myself back to the top 
 I got a household in my mind 
 I got my freakum dress in my head 
 I got pictures on my mind 
 I got pictures on my mind 
 I got pictures on my mind 
 I got pictures on my mind 
 I got pictures on my mind 
 I got pictures on my mind 
 I got pictures on my mind",0.0,1.0,0.5199549014681588
6,"trying to make a difference 
 but where the fuck did you go wrong ? 
 
 What terrifying final sights 
 And I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't have a gun 
 No, I don't",0.7981047287497416,1.0,0.534066930458746
7,"tracklist1. intro 
 2. arrival in nara 
 3. nara 
 4. every other freckle 
 
 You said that I loved you 
 You know I just don't know what to say 
 
 
 I am a seer, 
 I am a lonely 
 I am the one 
 I am a seer, 
 I was the one who stood 
 I was the only one 
 I was born to be 
 I was a diving in my eyes 
 I was falling by the 
 I was just ten 
 The tip of the night 
 The less of the world 
 The less of our lives 
 The less that I",0.0,1.0,0.49288192219391364
8,"hey, the love of two 
 a desire, is ""what's"" for you 
 is it real or just like it 
 
 
 
 Well, I know that you were there 
 But I know you don't know 
 But you don't know what to do 
 And I don't want to know 
 
 You can do it all 
 You can try to love 
 You can revolt 
 
 You can love me, how you can 
 But you can only do 
 But you don't know how to be 
 
 I want to be free 
 I want to be free 
 I want to be free 
 Let me be",0.0,1.0,0.5124896836527562
9,"everybody calls me the quiet one 
 you can see but you ""can't"" hear me 
 I never thought I'd be 
 
 I guess I was born in this town 
 I was born by the same old age 
 We were born to rotate 
 
 We were born to say 
 But we are goddamn works of art 
 
 So I got to tell you 
 I don't want to be your slave 
 I just want to be your lover 
 I want to be your man 
 I want to be your lover 
 I want to be your lover 
 I want to be your man 
 I want",0.4969153753511265,1.0,0.5231099181956728
10,"got my good side at the ready 
 if the other one is on the mend 
 And I won't be satisfied 
 
 I've been sane for a year 
 Just like a river, I'm a son 
 (Yassassin) 
 I like dirt, I am not a fool 
 I am not trying to be 
 In a place I am 
 I was just a liar 
 And I was a scout 
 
 I was so tired, 
 I was never alone 
 I was so tired, 
 I was charming, I was wrong 
 I was angry, I was 
 I was charming, I was wrong 
 I was charming, I was",0.4477110422734151,1.0,0.5023325568695317
11,"""don't"" you come too close to me 
 ""you're"" dangerous, ""can't"" you see 
 you can pin me 
 
 I have never heard her 
 I never thought you'd slip away 
 I never have the bloody hammer 
 I could have it all along 
 I was so disappointed you just 
 I was born in the dark 
 But I was the one that you never met 
 And I was scared 
 And the one who taught me 
 I would not be the one 
 I know I tried to lose this way 
 I never wanted to be alone 
 I never needed anybody 
 I never needed anybody 
",0.41721942400449336,1.0,0.47036934361903143
12,"bootleg, bootleg 
 bootleg, howl 
 bootleg, bootleg 
 bootleg, howl 
 
 take you a little bit 
 I was born to get it 
 I was looking for a little 
 I was born to get through 
 But I was born to blame 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 I was shamed 
 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I",0.7367605055463043,1.0,0.5394267307215304
13,"well ""it's"" true that we love one another 
 
 i love jack white like a moth 
 And I know you gotta try 
 
 The wind is on my face 
 And you're gonna step out 
 I don't know what to do 
 I don't know what I'm seeing lately 
 
 Well, you know the way I speak, yeah 
 I know what I mean 
 I don't know what to say 
 
 I can't deny it 
 I don't want to know 
 Ain't no worries, 
 I don't want to fall asleep, 
 I don't want to face it 
 I don't want to lose it 
 I don't",0.41048268963663953,1.0,0.46797219357459824
14,"i would rather not go 
 back to the old house 
 i would rather not be death-defying 
 
 Should 
 
 I got a medical emergency 
 I got a medical emergency 
 I got a medical emergency 
 
 
 FRED: 
 
 RINGO 
 
 
 And you don't know what you need 
 I don't want you 
 
 I don't want you 
 I don't want you 
 I don't want you 
 'Cause I don't want you 
 I don't want you 
 I don't want me 
 
 I don't want you to make it 
 I don't want to be your lover 
 I don't want to",0.0,1.0,0.5222690982421219
15,"under the surface 
 (under the surface) 
 wires are crossed 
 (wires are crossed) 
 
 All the sciences of our lives 
 And in the night 
 And the world is not the end of the night 
 
 You know that Annie's 
 And I know that you're testing 
 You know you're crazy 
 You're the one who had your babies 
 You know you're not the one 
 You know you're sure 
 I know you're not like 
 In the clear 
 That you're never gonna find 
 But you're not the only one 
 
 I can't tell you what you see 
 But I won't take you by",0.3822045532259681,1.0,0.4874303392031498
16,"""someway, baby, ""it's"" part of me, apart from me"" 
 ""you're"" laying waste to halloween 
 I want you to be 
 And I know you want you to 
 
 I got a hole in the world 
 I got a gun 
 I got a better way 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 
 I got a better way 
 I got a better way 
 Ready, set, go",0.33918312508019355,1.0,0.45706124817567517
17,"welcome, my son 
 welcome to the machine 
 where have you been ? 
 ""it's"" この 予感に up. 
 But I can't see you 
 
 I know the score 
 I know I need this way 
 There is no one else 
 
 That I decided to let it go 
 When the end I burned 
 
 I don't want to be alone 
 I don't want to be free 
 I don't want to die 
 I don't want to be your man 
 I don't want to be your lover, I don't want to die 
 I don't want to be your lover, I don't want to die 
 I",0.4660759671639839,1.0,0.5096945860154506
18,"ooh 
 call me baby 
 ooh 
 tear me down 
 
 tell me how to do it 
 Ya, ya, ya, ya, ya, ya, ya, ya 
 Ya, ya, ya, ya, ya, ya, ya, ya 
 How does it feel 
 How does it feel ? 
 How does it feel ? How does it feel ? 
 How does it feel ? How does it feel ? 
 How does it feel 
 How does it feel 
 How does it feel 
 How does it feel 
 How does it feel 
 How does it feel 
 How does it feel ? (How does it feel ? ) 
 How does it",0.7071696998782983,1.0,0.5326552918014386
19,"trapped in a prison, in a prism of light 
 alone in the darkness, darkness of the sea 
 
 Beverly Hills, is a who 
 Oh, it's a shame 
 Oh, you're a rich girl 
 We're gonna lose your mind 
 
 Scream and low 
 
 Dark your head 
 And the sun is shining 
 
 I wanna be here with you 
 I won't let you down 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come",0.5732395380170657,1.0,0.5299461570099516
20,"if time itself was his demeanor 
 ""there'd"" be no sunlight or a glimmer 
 of that was a mess 
 
 I was born for a job, 
 I had a girl that made 
 I was born to be loved 
 I was born to be there 
 I never knew my mind 
 I never fell back the letters 
 I never see the fall 
 I never thought I'd be 
 I never listen to you 
 
 I never have a soul 
 I never thought you'd slip away 
 I never thought you'd slip away 
 I never have a light 
 I never have a soul 
 I never",0.46467471173117963,1.0,0.47729658892704113
21,"worn out and faded 
 the weakness starts to show 
 they created the generation that we know 
 The melting the gun 
 And the kids are broken 
 And the seeds of a disco dancer 
 And the clouds are in the ocean 
 The sickly I was a jerk 
 
 I'm going to fade away 
 And the shadow that I was meant to be 
 
 
 I need to find a way 
 I never wanted to be 
 I never wanted to be alone 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody 
 I never needed anybody",0.0,1.0,0.494151063739136
22,"wake up (wake up) 
 grab a brush and put a little makeup 
 hide your head down 
 And the clouds of paradise 
 You see your beating heart 
 And your heart is all I know 
 
 And I don't know what to do 
 I don't know what to do 
 
 I don't want to live in your heart 
 I don't want to fall in love 
 You don't want to be a slave 
 I don't want to be alone 
 I don't want to be your man 
 I don't want to be your lover, I don't want to die 
 No, I don't want to be your",0.46755843680813247,1.0,0.4784643324989972
23,"never went to college 
 leave your comments in the message box 
 he walks like a permanent vacation 
 It was the way you were 
 
 Well, he said, ""Fred, I don't know 
 To be a man 
 
 I have a drink, but I can never take the blame, 
 I just wanna be the minority 
 I can see the voice 
 I can hear the nation 
 I can see you 
 I can hear you saying 
 I can hear, I can hear 
 I can hear, I can hear 
 I can hear, I can hear 
 I can hear, I can hear crying 
 I can hear,",0.5151374849079519,1.0,0.4896279462009048
24,"load up on drugs, kill your friends 
 ""it's"" fun to lose and to defend 
 
 A number class laws 
 I know the wind-swept that I could have stayed 
 
 And the walls kept tumbling down in the city 
 And the wind blows 
 The clouds has come 
 The kids are never trapped 
 And the last thing that they know 
 The water is covered to speak 
 
 If I could change, I would, here 
 I wish I could 
 I would see the human of apathy 
 
 I was born on the carpet 
 And the world was waiting 
 I was not magnificent 
 I",0.35356611873398125,1.0,0.4972567769874073
25,"we go left, right, left, right, left 
 we march into the black hole 
 to a couple of the planes 
 I know it's meant to say 
 
 But in the communiqué you know that we came out 
 Why you running away 
 
 I don't wanna be alone 
 I don't believe in fate 
 I don't believe in Buddha 
 
 I don't want to go 
 I don't want to wake up 
 I don't want to be 
 I don't want to be your girl 
 I wanna be your lover 
 I want to be your man 
 I wanna be your man 
 I wanna be your",0.500043949874337,1.0,0.4981246058144298
26,"aw baby, how you ""doin'"" ? 
 you know ""i'm"" gonna cut right to the chase, you are 
 
 I got a joker in a cage 
 I got a headache in a bag 
 I'm useless, but not to leave 
 
 I'm a box on a wave 
 
 I was a star 
 I'm a robot 
 I was looking for a fire 
 I was much to the stone 
 But I was there, I was there 
 
 She's a lot of a bitch 
 She was a star 
 
 She studies herself 
 She likes to go 
 She likes to be 
 She likes to go 
",0.3898045977342672,1.0,0.5199807941953088
27,"well if you ever plan to motor west 
 just take my way that is the nature of my life 
 And I don't know what to say 
 
 And I'm not free 
 I'm still in the way 
 There's no strings but my life, no surprise 
 
 I was shamed to the hours 
 I was shamed 
 I was shamed 
 I was shamed 
 
 The following of the night 
 The Human Race 
 The less of a christ 
 The less of the way 
 The less that you've been 
 The world is neither fair 
 The hardest of hearts (Hold 
 
 The hardest of hearts",0.4394664233050686,1.0,0.5236045898685386
28,"what would you have me do ? 
 just turn and walk out on you 
 I want you to know 
 Don't want you to adore me 
 Don't want to have you 
 Don't let you know 
 Don't you know you want to be 
 Don't you know that you need that way 
 Don't you worry about it ? 
 Don't you wish you wish you'd do it again ? 
 Don't you wish you'd do it again ? 
 Anytime, you like it, you say that you love me ? 
 
 And if you believe it 
 If you really think 
 If you really just know 
 You were",0.5310756045220788,1.0,0.4761514567150534
29,"you see me crying 
 ""don't"" let it get you down 
 you see me crying 
 Don't stop thinking 
 
 I'm gonna make you groom 
 I'm a loser 
 I'm a loser 
 I'm a stain 
 I'm a stain 
 I'm a stain 
 I'm a stain 
 I'm a stain 
 I'm a stain 
 
 
 
 
 Well, I could feel a lot of time 
 You were never kind of choice 
 And I knew you were there 
 And I was chasing the one 
 That I was looking for a child 
 And I was born to the family 
 I was a diving duck 
",0.0,1.0,0.5054643249771859
30,"the epidemic from a crystal lie 
 puts you in super over drive 
 the methademic flood 
 ""I found 
 
 Don't let me roll on my body 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't let me down 
 Don't",0.7919382109788711,1.0,0.5238997995134728
31,"harmlessly passing your time in the grassland away 
 only dimly aware of a certain unease 
 
 Lost in the Garden of Eden 
 No one of the story 
 Oh, Lord is the Nigga 
 
 Holy cow, 
 Accuracy 
 
 Dark 
 
 
 I will never find you 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will come back 
 I will",0.0,1.0,0.5336124674053422
32,"""hello hello hello, hello hello hello. got it wrong, take two, folk."" 
 well, ""he's"" no 
 Jesus Christ, 
 
 Woah, woah, woah 
 Woah, woah, woah 
 Woah, woah, woah 
 
 I want the way you need it 
 Think of the world 
 
 I know that I feel you 
 I won't let you fall tonight 
 You will never break the chain (Never break the chain) 
 You will never break the chain (Never break the chain) 
 
 
 You don't know what you're looking for 
 You know you want it 
 You want it all, you know you want it 
 You want it 
 You want",0.0,1.0,0.516762350174749
33,"european dates 
 15-16 november- glasgow, scotland - barrowland ballroom 
 19 november- berlin, germany - United Center 
 27 August- Chicago, IL - 
 Mark Foster: Vocals, Synthesizer, Piano, Wurlitzer, 
 Cubbie Fink: Bass, Backing Vocals 
 Produced 
 Produced as the well of cash 
 
 
 I feel the news 
 I can't see the pain 
 I don't know what to say 
 I don't know where I'm a-getting 
 
 I don't care if you don't- 
 I don't care if you don't- 
 I don't care if you don't- 
 I don't care if you don't- 
 I don't care if you don't- 
 I don't care if you don't-",0.0,1.0,0.5233845279534438
34,"go down 
 go down 
 
 ""i've"" been enchained 
 she got shackles on me 
 I know you got to stay 
 I don't wanna be alone 
 I don't wanna be your lover, I wanna be myself 
 
 I want to be with you everywhere 
 I want to be with you everywhere 
 I need to be free 
 I need to know 
 I want to be free from you 
 Be to you 
 
 I'll be your man 
 Be my wife 
 I will be there 
 (Don’t be afraid, don’t be afraid) 
 I will be there 
 (Don’t be afraid, don’t be afraid) 
 
",0.0,1.0,0.5064765121459812
35,"walking around 
 out of a town 
 walking it out 
 when you want to make it 
 When your momma was just a little bit 
 You can make it back 
 I can never forget 
 I can see you 
 I can feel it 
 I can feel it 
 I can hear it 
 I can feel it 
 I can feel it 
 I can hear it out 
 I can feel it 
 I can feel it 
 I can hear it 
 I can feel it 
 I can hear it 
 I can hear it 
 I can feel it 
 I can hear it 
 I",0.618872416402503,0.9915698387173805,0.48109414605032025
36,"woo ! 
 
 take a walk in the warm new england sun 
 ""ain't"" no way to the darkside 
 And I know what we did 
 And now it's not not 
 But it's not the only one 
 
 And there's no one else around 
 This is the last time 
 This is the last time 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside 
 This is the way, step inside",0.6488697115563226,1.0,0.5199642752987874
37,"mad sounds, in your ears 
 make you feel alright 
 they bring you back to her knees 
 
 And I don't want to think that you're looking for 
 And I just want to be noticed but I won't be ignored 
 I hate when I would beg you 
 
 You feel it 
 You are the first of the damage 
 You feel it 
 But there's the power of the American 
 You are the ones who love 
 You trust, you find the same 
 Just to the sun 
 And you know that you are 
 You are the chosen 
 And the thoughts of the land 
 You",0.33688482236187295,1.0,0.46327215908730873
38,"""i've"" read you well 
 i just wanna get away 
 cause you used my love to stay 
 
 I have to crawl with you 
 But I don't mind 
 I don't know what you need 
 But I don't believe it 
 I don't know what I want 
 
 I don't want to fall asleep 
 I don't wanna be a Romeo 
 I don't wanna be a Romeo 
 I don't wanna be a Romeo 
 I don't wanna be a Romeo 
 I don't wanna be a Romeo, 
 I don't wanna be a Romeo 
 I don't wanna die 
 I don't wanna be a Romeo mama, I don't",0.5794123551222502,1.0,0.5139694751368705
39,"somewhere beyond happiness and sadness 
 i need to calculate 
 what creates my own madness 
 
 
 I got a gal named Daisy, of the 
 I got a feeling this'll 
 I got a medical emergency 
 I got a medical emergency 
 I got a medical emergency 
 
 I don't want to see you 
 I don't want to go 
 I don't want to die 
 I don't want to face 
 I don't want to lose my mind 
 I don't want to talk to me 
 
 I don't want to be free 
 I don't want to leave 
 
 Belligerent ghouls 
 
 It won't be",0.0,1.0,0.5133775651573564
40,"eh, eheu, eheu 
 eh, eheu, eheu 
 eh, eheu, eheu 
 eh, eheu, eheu 
 We're gonna gather 
 We're gonna celebrate 
 We're gonna celebrate 
 We're gonna celebrate 
 We're just bound to say 
 We're going to infest 
 We're going to be 
 We're going to be 
 We're getting better to fight 
 We're going to fight 
 We're going to take it 
 We're going to break it 
 We're going to get it on the otherside 
 You will never know 
 You will never say it all 
 So you will find 
 You will never break 
 You will never break 
 You will never break",0.6925363916489313,0.9854545210676074,0.5006968621210108
41,"i ""don't"" mean to make obscene 
 but even the mob know what the hell i say 
 I don't know why I only know what I mean 
 
 I got a little feeling goin' now 
 Got a little better woman 
 I got a better way 
 Ready, set, go 
 Got a little better way 
 I got a better way 
 Ready, set, go 
 
 I got a better way 
 Ready, set, go 
 I got a better way 
 I got a better way 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a",0.3769952819811598,1.0,0.4708696159194573
42,"i painted your room at midnight 
 so ""i'd"" know yesterday was over 
 i put the tail 
 The days get the truth 
 The calm 
 The go-getter 
 
 You know we're all mates 
 
 All the violence and the Poor 
 All the walls are the one 
 And the fist of the moon 
 You know I'm not the only one 
 And I know you gotta have the first time 
 I think I don't know 
 
 I just like the way you say 
 I know it's not the way you do it 
 I can't tell you what the hell are you waitin' about 
 
",0.0,1.0,0.4922622347186658
43,"the spine align, the fetus is mine 
 ""don't"" forget me, ""don't"" forget me, ""don't"" forget you know 
 Tell me what you want 
 
 I can't get close my ears 
 I feel like I'm coming back 
 
 I think I'm breaking down 
 I don't know what I'm done 
 I don't know what I'm seeing lately 
 
 I don't know what to do 
 I don't want to know what I want to say 
 I don't want to be tied to my own 
 
 I wanna know I got a little bit of my gun 
 I don't have a gun 
 No, I don't have a gun",0.4637921492000854,1.0,0.5133964167458529
44,"flying to salt lake city 
 seats 3a and b 
 i was down and needed 
 
 And I can't love you 
 
 
 And I know that I can do this 
 I can't see a score 
 I can't be escaping scary 
 
 
 I don't mind (Read 
 I don't know what to do 
 I don't want to see it 
 I don't want to lose it 
 I don't want to face it 
 
 I don't want to lose my heart 
 I don't want to fall asleep 
 I don't want to fall in love 
 I don't want to lose my heart 
 I don't",0.0,1.0,0.4990654761362261
45,"""you know who i am,"" he said 
 the speaker was an angel 
 he coughed 
 The keeper of the thing 
 
 I got a little bit of Homegrown 
 I got a little bit of mind 
 I got a little girl 
 I got a better way 
 Ready, set, go 
 I got a better way 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set,",0.32986595595230445,1.0,0.4504280128361696
46,"whenever ""i'm"" alone with you 
 you make me feel like i am home again 
 
 Power, up in my anxiety 
 Lookin' for a year 
 I can't find my very back 
 I'm a victim for you 
 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 I got a better way 
 Ready, set, go 
 
 I got a better way 
 Ready, set, go 
 There goes 
 I got a better",0.26862964531859357,1.0,0.44319966697640717
47,"have you ever loved a woman ? 
 so much you tremble in pain ? 
 
 And I wonder if you like it, then you shoulda put a ring on it 
 You know you want it, you don't know 
 And it ain't right, but it ain't enough 
 I just wanna be the one who drives you to 
 
 Smile in the camel's 
 
 Flesh 
 
 You know I will, girl comin', up to the sink 
 I got a pocketful of rainbows 
 I got a headache in my pants 
 I got a headache on my grave 
 I got a headache in the tank 
 I got",0.41037966725536357,1.0,0.5065488266896185
48,"black night is not right 
 i ""don't"" feel so bright 
 i ""don't"" care to be haunted 
 The power of a person 
 The smell of the above"" 
 The leaders of christ 
 The Human Race 
 The Human Race 
 The Human Race 
 The Beatles the raindrops 
 The go-getter 
 The go-getter 
 The go-getter 
 
 The Beatles are persecuted. 
 In the moonlight 
 The world is spinning 
 The sun is gone 
 It's over 
 It's all the same 
 
 
 I know I'm a soldier 
 I'm a weirdo 
 I can't help but think you don't need to 
 
 
 
 And",0.0,1.0,0.5053350520426672
49,"when i look into your eyes 
 i can see a love restrained 
 but ""darlin'"" 
 
 The butterfly is ours 
 The odd couple is the same 
 The sins of the American 
 The rhythm of the fair 
 The Human Race 
 The Human Race 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The raindrops, the raindrops 
 The",0.7353141852795138,1.0,0.5260818795603873
